Feature 1,Feature 2,Correlation
jet3_pt,jet2_eta,-0.0020909678569458997
jet2_eta,jet3_pt,-0.0020909678569458997
jet2_phi,jet4_pt,-0.0020874773342772633
jet4_pt,jet2_phi,-0.0020874773342772633
m_wwbb,lepton_eta,0.0020867248329548495
lepton_eta,m_wwbb,0.0020867248329548495
m_lv,m_bb,-0.002084288561826204
m_bb,m_lv,-0.002084288561826204
missing_energy_magnitude,jet3_phi,0.002070265762587547
jet3_phi,missing_energy_magnitude,0.002070265762587547
m_jj,missing_energy_phi,0.002059472543598844
missing_energy_phi,m_jj,0.002059472543598844
jet3_eta,jet1_btag,-0.002026795372618953
jet1_btag,jet3_eta,-0.002026795372618953
m_lv,lepton_eta,-0.002014153989538043
lepton_eta,m_lv,-0.002014153989538043
jet2_eta,jet4_pt,-0.0019379481053196387
jet4_pt,jet2_eta,-0.0019379481053196387
jet3_phi,jet1_eta,-0.001936706667187247
jet1_eta,jet3_phi,-0.001936706667187247
m_jj,jet2_phi,0.0018813899083871166
jet2_phi,m_jj,0.0018813899083871166
m_jj,jet2_eta,-0.00181472579746205
jet2_eta,m_jj,-0.00181472579746205
jet2_phi,jet3_eta,0.0017893809341035759
jet3_eta,jet2_phi,0.0017893809341035759
jet3_btag,jet1_phi,-0.0017634102506290403
jet1_phi,jet3_btag,-0.0017634102506290403
lepton_phi,m_lv,-0.0016618852165966238
m_lv,lepton_phi,-0.0016618852165966238
jet4_pt,jet3_eta,0.0016462615237618366
jet3_eta,jet4_pt,0.0016462615237618366
jet3_pt,jet1_eta,-0.0015057166430167495
jet1_eta,jet3_pt,-0.0015057166430167495
jet4_phi,missing_energy_magnitude,-0.001471207204733999
missing_energy_magnitude,jet4_phi,-0.001471207204733999
lepton_eta,jet1_phi,0.0014585048533500274
jet1_phi,lepton_eta,0.0014585048533500274
m_lv,jet3_eta,0.0014555658492962534
jet3_eta,m_lv,0.0014555658492962534
jet2_pt,jet3_eta,-0.0014369499843590468
jet3_eta,jet2_pt,-0.0014369499843590468
jet1_eta,jet1_phi,-0.0013798165988932439
jet1_phi,jet1_eta,-0.0013798165988932439
jet1_phi,jet4_eta,0.001374666789023609
jet4_eta,jet1_phi,0.001374666789023609
jet3_phi,m_jj,0.001349652001114843
m_jj,jet3_phi,0.001349652001114843
jet2_phi,m_jjj,-0.0013448167709633045
m_jjj,jet2_phi,-0.0013448167709633045
jet1_eta,missing_energy_phi,0.0013300445860655907
missing_energy_phi,jet1_eta,0.0013300445860655907
lepton_pT,jet3_eta,-0.0013176957276837614
jet3_eta,lepton_pT,-0.0013176957276837614
m_bb,jet4_eta,-0.0012941505433002908
jet4_eta,m_bb,-0.0012941505433002908
jet2_pt,jet3_phi,0.001282324866821167
jet3_phi,jet2_pt,0.001282324866821167
jet3_eta,jet3_phi,-0.0012479282215098935
jet3_phi,jet3_eta,-0.0012479282215098935
jet2_eta,jet4_btag,0.0012473401636358314
jet4_btag,jet2_eta,0.0012473401636358314
m_wbb,lepton_eta,0.001234825210985602
lepton_eta,m_wbb,0.001234825210985602
jet1_pt,jet4_phi,-0.0012341596746826295
jet4_phi,jet1_pt,-0.0012341596746826295
jet4_btag,jet4_phi,-0.0012104814729341255
jet4_phi,jet4_btag,-0.0012104814729341255
lepton_pT,jet2_btag,-0.0011988776564410043
jet2_btag,lepton_pT,-0.0011988776564410043
jet2_pt,jet1_phi,0.0011663706371157461
jet1_phi,jet2_pt,0.0011663706371157461
missing_energy_magnitude,missing_energy_phi,0.0011623647682084686
missing_energy_phi,missing_energy_magnitude,0.0011623647682084686
jet2_phi,m_wbb,-0.00116030017888231
m_wbb,jet2_phi,-0.00116030017888231
jet1_pt,lepton_phi,-0.0011514393838460248
lepton_phi,jet1_pt,-0.0011514393838460248
missing_energy_magnitude,jet1_phi,-0.0011270463222506652
jet1_phi,missing_energy_magnitude,-0.0011270463222506652
jet1_phi,m_jjj,0.0011243478753125804
m_jjj,jet1_phi,0.0011243478753125804
jet4_phi,lepton_eta,-0.0010409386919877216
lepton_eta,jet4_phi,-0.0010409386919877216
jet3_btag,jet3_phi,-0.0010090418051675934
jet3_phi,jet3_btag,-0.0010090418051675934
jet4_pt,jet4_phi,0.0010084946489509739
jet4_phi,jet4_pt,0.0010084946489509739
jet4_eta,jet4_btag,-0.0009859159007894961
jet4_btag,jet4_eta,-0.0009859159007894961
jet4_phi,jet2_eta,0.0009852225425640443
jet2_eta,jet4_phi,0.0009852225425640443
jet4_eta,m_jj,0.0009145755395014622
m_jj,jet4_eta,0.0009145755395014622
jet1_btag,jet4_phi,0.0009103556018987004
jet4_phi,jet1_btag,0.0009103556018987004
jet4_pt,lepton_phi,0.0008832010498616195
lepton_phi,jet4_pt,0.0008832010498616195
jet3_phi,m_jjj,0.0008456955962131797
m_jjj,jet3_phi,0.0008456955962131797
jet4_eta,m_lv,0.000825122415196686
m_lv,jet4_eta,0.000825122415196686
lepton_phi,jet1_btag,-0.0008238627892777284
jet1_btag,lepton_phi,-0.0008238627892777284
jet3_eta,m_wwbb,0.0007890827080270953
m_wwbb,jet3_eta,0.0007890827080270953
m_wbb,lepton_phi,-0.0007543537011105865
lepton_phi,m_wbb,-0.0007543537011105865
missing_energy_phi,jet2_eta,0.0007540955324899315
jet2_eta,missing_energy_phi,0.0007540955324899315
jet4_eta,jet2_pt,0.0007399230791046514
jet2_pt,jet4_eta,0.0007399230791046514
m_jjj,jet3_eta,0.0007246162578994313
jet3_eta,m_jjj,0.0007246162578994313
jet2_phi,jet2_pt,-0.0007179142797438281
jet2_pt,jet2_phi,-0.0007179142797438281
jet2_btag,jet4_eta,-0.0006861581259368389
jet4_eta,jet2_btag,-0.0006861581259368389
jet1_eta,jet1_pt,0.0006369752435775461
jet1_pt,jet1_eta,0.0006369752435775461
jet1_eta,jet3_btag,-0.0006189950273304895
jet3_btag,jet1_eta,-0.0006189950273304895
jet3_phi,jet4_pt,0.0005808062489213758
jet4_pt,jet3_phi,0.0005808062489213758
m_jjj,jet1_eta,0.0005786640173765398
jet1_eta,m_jjj,0.0005786640173765398
jet1_btag,m_wwbb,0.0004952036576282577
m_wwbb,jet1_btag,0.0004952036576282577
jet1_phi,m_jj,-0.0004597854915058355
m_jj,jet1_phi,-0.0004597854915058355
jet3_eta,jet3_btag,0.0004470859053892387
jet3_btag,jet3_eta,0.0004470859053892387
lepton_eta,m_jj,-0.000430251629755209
m_jj,lepton_eta,-0.000430251629755209
missing_energy_magnitude,jet3_eta,-0.00042670404673284483
jet3_eta,missing_energy_magnitude,-0.00042670404673284483
jet1_btag,jet1_eta,0.0004263381049975475
jet1_eta,jet1_btag,0.0004263381049975475
missing_energy_phi,lepton_eta,-0.00029902082680635184
lepton_eta,missing_energy_phi,-0.00029902082680635184
jet1_pt,jet3_eta,-0.0002807249278195173
jet3_eta,jet1_pt,-0.0002807249278195173
jet2_eta,lepton_pT,-0.0002743455125501262
lepton_pT,jet2_eta,-0.0002743455125501262
lepton_phi,missing_energy_magnitude,-0.0002742328758180071
missing_energy_magnitude,lepton_phi,-0.0002742328758180071
jet3_eta,jet1_phi,-0.00019814644578014282
jet1_phi,jet3_eta,-0.00019814644578014282
jet3_eta,m_jj,-0.00019241629683567789
m_jj,jet3_eta,-0.00019241629683567789
jet3_pt,m_lv,0.00014839053618890708
m_lv,jet3_pt,0.00014839053618890708
jet1_phi,jet2_btag,0.00013729984997548552
jet2_btag,jet1_phi,0.00013729984997548552
missing_energy_phi,jet1_btag,0.0001324086690897114
jet1_btag,missing_energy_phi,0.0001324086690897114
jet1_phi,jet4_btag,-0.00012973588551983911
jet4_btag,jet1_phi,-0.00012973588551983911
